19 1 CLK 1 P K27 J27 0 1
19 1 CLK 0 P H28 H29 0 1
19 1 L 33 N P29 P30 1 1
19 1 L 32 N L28 K29 1 1
18 1 L 31 N P31 N32 1 0
18 1 L 30 N T31 R31 1 0
18 1 L 29 N U32 U33 1 0
18 1 L 28 P R32 P32 0 0
19 1 L 27 N A28 A29 1 1
18 1 L 26 P C30 B30 0 0
19 1 L 25 N U30 T30 1 1
19 1 L 24 N T28 T29 1 1
19 1 L 23 N H27 G27 1 1
18 1 L 22 N E31 D32 1 0
18 1 L 21 N D30 D31 1 0
18 1 L 20 N C32 C33 1 0
19 1 L 19 N M28 L29 1 1
18 1 L 18 N A30 A31 1 0
19 1 L 17 N K28 J29 1 1
18 1 L 16 N E32 E33 1 0
19 1 L 15 N N30 M30 1 1
18 1 L 14 N B31 B32 1 0
18 1 L 13 N L31 K31 1 0
19 1 L 12 P F29 E29 0 1
18 1 L 11 N M31 M32 1 0
18 1 L 10 N J30 J31 1 0
18 1 L 9 P T33 R33 0 0
19 1 L 8 N E27 E28 1 1
18 1 L 7 N K32 J32 1 0
18 1 L 6 P B33 A33 0 0
19 1 L 5 N D29 C29 1 1
18 1 L 4 N L33 K33 1 0
18 1 L 3 P N33 M33 0 0
18 1 L 2 N F30 F31 1 0
18 1 L 1 N G31 G32 1 0
18 1 L 0 N G33 F33 1 0
18 2 CLK 1 N H30 G30 1 1
18 2 CLK 0 N H32 H33 1 1
17 2 L 33 N N25 M25 1 0
17 2 L 32 N U23 T23 1 0
17 2 L 31 N L26 K26 1 0
17 2 L 30 N L24 L25 1 0
19 2 L 29 N N28 N29 1 1
19 2 L 28 N R28 R29 1 1
17 2 L 27 P B23 A23 0 0
17 2 L 26 N P25 P26 1 0
17 2 L 25 N C23 C24 1 0
17 2 L 24 N T26 R26 1 0
19 2 L 23 N D26 D27 1 1
19 2 L 22 N F26 E26 1 1
17 2 L 21 P C25 B25 0 0
19 2 L 20 N C28 B28 1 1
19 2 L 19 P C27 B27 0 1
17 2 L 18 N A24 A25 1 0
17 2 L 17 N U25 U26 1 0
17 2 L 16 N T24 T25 1 0
17 2 L 15 N R23 R24 1 0
17 2 L 14 N N23 N24 1 0
17 2 L 13 N J24 H25 1 0
17 2 L 12 N M23 L23 1 0
17 2 L 11 N J25 J26 1 0
19 2 L 10 P B26 A26 0 1
19 2 L 9 N U27 U28 1 1
17 2 L 8 N F24 F25 1 0
17 2 L 7 N K23 K24 1 0
17 2 L 6 N G25 G26 1 0
17 2 L 5 N H23 H24 1 0
17 2 L 4 N G23 F23 1 0
17 2 L 3 N E23 E24 1 0
19 2 L 2 N R27 P27 1 1
17 2 L 1 N D24 D25 1 0
19 2 L 0 N G28 F28 1 1
38 3 CLK 1 P J15 J14 0 1
38 3 CLK 0 P H15 H14 0 1
39 3 L 33 P P17 N17 0 1
39 3 L 32 P E17 E16 0 1
39 3 L 31 P U18 T18 0 1
39 3 L 30 P U17 U16 0 1
37 3 L 29 P T21 R21 0 0
37 3 L 28 P T19 R19 0 0
37 3 L 27 P N20 N19 0 0
37 3 L 26 P U20 T20 0 0
39 3 L 25 N G18 F18 1 1
39 3 L 24 P M18 L18 0 1
37 3 L 23 P U22 U21 0 0
37 3 L 22 P L21 K21 0 0
37 3 L 21 P P21 P20 0 0
37 3 L 20 N M20 L20 1 0
37 3 L 19 N L19 K19 1 0
39 3 L 18 N B16 A16 1 1
37 3 L 17 P J21 J20 0 0
37 3 L 16 P N22 M22 0 0
37 3 L 15 N R22 P22 1 0
39 3 L 14 P A19 A18 0 1
37 3 L 13 N J19 H19 1 0
37 3 L 12 N G21 F21 1 0
37 3 L 11 P F20 F19 0 0
37 3 L 10 N B20 A20 1 0
37 3 L 9 P H20 G20 0 0
39 3 L 8 P E19 E18 0 1
37 3 L 7 P K22 J22 0 0
37 3 L 6 N B21 A21 1 0
39 3 L 5 P D19 C19 0 1
37 3 L 4 P D20 C20 0 0
37 3 L 3 P D22 D21 0 0
37 3 L 2 P E22 E21 0 0
37 3 L 1 N C22 B22 1 0
37 3 L 0 P H22 G22 0 0
39 4 CLK 1 P K17 J16 0 1
39 4 CLK 0 P H18 G17 0 1
38 4 L 33 N R14 P14 1 0
38 4 L 32 N U13 T13 1 0
39 4 L 31 N V15 U15 1 1
39 4 L 30 N P15 N15 1 1
38 4 L 29 P N12 M12 0 0
38 4 L 28 N R12 P12 1 0
39 4 L 27 P T16 T15 0 1
39 4 L 26 N R16 P16 1 1
38 4 L 25 P M15 L14 0 0
38 4 L 24 P N14 N13 0 0
38 4 L 23 P K14 K13 0 0
38 4 L 22 N M13 L13 1 0
38 4 L 21 N K12 J12 1 0
39 4 L 20 N L16 K16 1 1
39 4 L 19 N R18 R17 1 1
39 4 L 18 P M17 M16 0 1
39 4 L 17 N J17 H17 1 1
38 4 L 16 N H12 G12 1 0
38 4 L 15 P T14 R13 0 0
38 4 L 14 P B13 B12 0 0
38 4 L 13 N H13 G13 1 0
38 4 L 12 N G15 F15 1 0
38 4 L 11 P F14 F13 0 0
38 4 L 10 P A14 A13 0 0
39 4 L 9 N G16 F16 1 1
38 4 L 8 P C13 C12 0 0
38 4 L 7 N E12 D12 1 0
38 4 L 6 N B15 A15 1 0
38 4 L 5 P E14 E13 0 0
38 4 L 4 P C15 C14 0 0
38 4 L 3 P D15 D14 0 0
39 4 L 2 P C17 B17 0 1
39 4 L 1 P D17 D16 0 1
39 4 L 0 N C18 B18 1 1
